team1,team2,game_number,map_name,score1,team1_p1,team1_p2,team1_p3,team1_p4,team1_p5,team1_p6,team2_p1,team2_p2,team2_p3,team2_p4,team2_p5,team2_p6,
HOU,PHI,2,nepal,2,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,
HOU,PHI,3,hollywood,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,
HOU,PHI,4,route-66,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,
HOU,PHI,5,ilios,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,
NYE,BOS,1,hanamura,1,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
NYE,BOS,2,nepal,1,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
NYE,BOS,3,kings-row,1,00,Saebyeolbe,Janus,Meko,Ark,Jjonak,Libero,Kellex,Gamsu,NotE,STRIKER,Kalios,Neko,
NYE,BOS,4,gibraltar,3,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
BOS,FLA,1,volskaya,2,00,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,
BOS,FLA,2,lijiang,1,00,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,
BOS,FLA,3,hollywood,2,00,Kellex,Mistakes,NotE,STRIKER,Kalios,Neko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,
BOS,FLA,4,route-66,3,00,Kellex,Mistakes,NotE,STRIKER,Kalios,Neko,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,
GLA,SEO,1,hanamura,-1,00,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
GLA,SEO,2,nepal,2,00,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
GLA,SEO,3,hollywood,-1,00,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
GLA,SEO,4,gibraltar,-1,00,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
DAL,VAL,1,hanamura,-1,00,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
DAL,VAL,2,nepal,-1,00,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
DAL,VAL,3,hollywood,-1,00,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
DAL,VAL,4,gibraltar,1,00,Custa,HarryHook,Mickie,aKm,xQc,EFFECT,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
PHI,LDN,1,hanamura,-1,00,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,Bdosin,birdring,Fury,NUS,Profit,Gesture,
PHI,LDN,2,nepal,-2,00,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,Bdosin,birdring,Fury,NUS,Profit,Gesture,
PHI,LDN,3,hollywood,-1,00,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,Bdosin,birdring,Fury,NUS,Profit,Gesture,
PHI,LDN,4,route-66,-1,00,ShaDowBurn,fragi,Neptuno,Boombox,Carpe,Poko,Bdosin,birdring,Fury,NUS,Profit,Gesture,
HOU,NYE,1,volskaya,-1,00,Rawkus,Coolmatt,Muma,Boink,Clockwork,LiNkzr,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,
HOU,NYE,2,lijiang,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,
HOU,NYE,3,kings-row,-1,00,SPREE,Rawkus,Jake,Muma,Boink,LiNkzr,Saebyeolbe,Janus,Meko,Ark,Jjonak,Libero,
HOU,NYE,4,route-66,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,
SHD,SFS,1,hanamura,-1,00,Undead,MG,Roshan,Diya,Altering,Fiveking,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,
SHD,SFS,2,nepal,-1,00,Undead,MG,Roshan,Diya,Freefeel,Altering,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,
SHD,SFS,3,kings-row,-1,00,Undead,MG,Roshan,Diya,Altering,Fiveking,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,
SHD,SFS,4,gibraltar,-1,00,Undead,MG,Roshan,Diya,Freefeel,Altering,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,
SEO,SHD,1,volskaya,1,00,tobi,gido,Wekeed,XepheR,KuKi,Bunny,Undead,MG,Roshan,Xushu,Altering,Fiveking,
SEO,SHD,2,lijiang,2,00,tobi,gido,Wekeed,XepheR,KuKi,Bunny,Undead,MG,Roshan,Xushu,Altering,Fiveking,
SEO,SHD,3,kings-row,-1,00,tobi,gido,Wekeed,XepheR,KuKi,Bunny,Undead,MG,Roshan,Xushu,Altering,Fiveking,
SEO,SHD,4,route-66,1,00,tobi,gido,Wekeed,XepheR,KuKi,Bunny,Undead,MG,Roshan,Xushu,Freefeel,Altering,
SFS,DAL,1,volskaya,0,00,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,Taimou,HarryHook,Mickie,aKm,Chipshajen,EFFECT,
SFS,DAL,2,lijiang,1,00,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,HarryHook,Mickie,aKm,Chipshajen,xQc,EFFECT,
SFS,DAL,3,kings-row,2,00,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,HarryHook,Mickie,aKm,Chipshajen,xQc,EFFECT,
SFS,DAL,4,route-66,2,00,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,Taimou,HarryHook,Mickie,Chipshajen,EFFECT,Rascal,
VAL,GLA,1,hanamura,-1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,
VAL,GLA,2,lijiang,-2,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,
VAL,GLA,3,hollywood,-1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,
VAL,GLA,4,gibraltar,-1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,
PHI,SEO,1,volskaya,-1,00,fragi,Neptuno,Boombox,Eqo,Carpe,Poko,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
PHI,SEO,2,lijiang,-2,00,fragi,Neptuno,Boombox,Eqo,Carpe,Poko,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
PHI,SEO,3,kings-row,2,00,fragi,Neptuno,Boombox,Eqo,Carpe,Poko,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
PHI,SEO,4,gibraltar,-1,00,fragi,Neptuno,Boombox,Eqo,Carpe,Poko,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
HOU,VAL,1,volskaya,-1,00,Rawkus,Coolmatt,Muma,Boink,Clockwork,LiNkzr,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
HOU,VAL,2,lijiang,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
HOU,VAL,3,hollywood,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
HOU,VAL,4,route-66,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
BOS,SHD,1,volskaya,1,00,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,Undead,MG,Roshan,Xushu,Altering,Fiveking,
BOS,SHD,2,nepal,2,00,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,Undead,MG,Roshan,Xushu,Altering,Fiveking,
BOS,SHD,3,kings-row,1,00,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,Undead,MG,Roshan,Xushu,Altering,Fiveking,
BOS,SHD,4,route-66,2,00,Kellex,Mistakes,NotE,STRIKER,Kalios,Neko,Undead,MG,Roshan,Xushu,Altering,Fiveking,
LDN,BOS,1,hanamura,1,00,Bdosin,birdring,Fury,NUS,Profit,Gesture,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,
LDN,BOS,2,nepal,1,00,Bdosin,birdring,Fury,NUS,Profit,Gesture,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,
LDN,BOS,3,hollywood,1,00,Bdosin,birdring,Fury,NUS,Profit,Gesture,Kellex,Mistakes,NotE,STRIKER,Kalios,Neko,
LDN,BOS,4,gibraltar,1,00,Bdosin,birdring,Fury,NUS,Profit,Gesture,Kellex,DreamKazper,NotE,STRIKER,Kalios,Neko,
NYE,PHI,1,volskaya,1,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,fragi,Neptuno,Eqo,Carpe,Poko,DayFly,
NYE,PHI,2,nepal,1,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,fragi,Neptuno,Eqo,Carpe,Poko,DayFly,
NYE,PHI,3,kings-row,1,00,Saebyeolbe,Janus,Meko,Ark,Jjonak,Libero,fragi,Neptuno,Eqo,Carpe,Poko,DayFly,
NYE,PHI,4,route-66,-1,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,fragi,Neptuno,Eqo,Carpe,Poko,DayFly,
FLA,HOU,1,hanamura,1,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Rawkus,Coolmatt,Muma,Bani,Clockwork,LiNkzr,
FLA,HOU,2,lijiang,2,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,
FLA,HOU,3,hollywood,-1,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,
FLA,HOU,4,gibraltar,-1,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Rawkus,Coolmatt,Jake,Muma,Bani,LiNkzr,
FLA,HOU,5,ilios,-2,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,
LDN,GLA,1,volskaya,-1,00,Hooreg,Profit,Closer,HaGoPeun,WooHyaL,Gesture,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,
LDN,GLA,2,lijiang,-2,00,Hooreg,Profit,Closer,HaGoPeun,WooHyaL,Gesture,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,
LDN,GLA,3,kings-row,-1,00,Bdosin,birdring,Fury,NUS,Profit,Gesture,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure,
LDN,GLA,4,route-66,1,00,Bdosin,birdring,Fury,NUS,Profit,Gesture,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,
NYE,SFS,1,volskaya,1,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,
NYE,SFS,2,lijiang,2,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,
NYE,SFS,3,hollywood,2,00,Saebyeolbe,Janus,Meko,Ark,Jjonak,Libero,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,
NYE,SFS,4,route-66,2,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,dhaK,sleepy,Danteh,BABYBAY,Nomy,Nevix,
FLA,DAL,1,hanamura,-1,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Taimou,HarryHook,Mickie,Chipshajen,EFFECT,Rascal,
FLA,DAL,2,nepal,-2,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Taimou,HarryHook,Mickie,aKm,Chipshajen,EFFECT,
FLA,DAL,3,kings-row,2,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Taimou,HarryHook,Mickie,aKm,Chipshajen,Rascal,
FLA,DAL,4,gibraltar,1,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Taimou,HarryHook,Mickie,aKm,Chipshajen,Rascal,
FLA,DAL,5,ilios,2,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Taimou,HarryHook,Mickie,Chipshajen,EFFECT,Rascal,
BOS,DAL,1,volskaya,1,00,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,Taimou,Custa,Mickie,aKm,Chipshajen,EFFECT,
BOS,DAL,2,lijiang,2,00,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,Taimou,Custa,Mickie,aKm,Chipshajen,EFFECT,
BOS,DAL,3,kings-row,3,00,Kellex,DreamKazper,Gamsu,STRIKER,Kalios,Neko,Taimou,Custa,Mickie,aKm,Chipshajen,EFFECT,
BOS,DAL,4,gibraltar,3,00,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,Taimou,Custa,Mickie,aKm,Chipshajen,EFFECT,
NYE,SEO,1,hanamura,2,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
NYE,SEO,2,nepal,-1,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
NYE,SEO,3,hollywood,-1,00,Saebyeolbe,Janus,Meko,Ark,Jjonak,Libero,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
NYE,SEO,4,gibraltar,1,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
NYE,SEO,5,ilios,2,00,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,
PHI,SHD,1,volskaya,2,00,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,Undead,MG,Roshan,Xushu,Freefeel,Fiveking,
PHI,SHD,2,lijiang,2,00,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,Undead,MG,Roshan,Xushu,Freefeel,Fiveking,
PHI,SHD,3,hollywood,2,00,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,Undead,MG,Roshan,Xushu,Freefeel,Fiveking,
PHI,SHD,4,route-66,3,00,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,Undead,MG,Roshan,Xushu,Freefeel,Fiveking,
SHD,NYE,1,hanamura,-1,00,Undead,MG,Xushu,Freefeel,Altering,Fiveking,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,
SHD,NYE,2,nepal,-2,00,Undead,MG,Xushu,Freefeel,Altering,Fiveking,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,
SHD,NYE,3,hollywood,-1,00,Undead,MG,Roshan,Xushu,Freefeel,Fiveking,Saebyeolbe,Janus,Meko,Ark,Jjonak,Libero,
SHD,NYE,4,route-66,-1,00,Undead,MG,Roshan,Xushu,Freefeel,Fiveking,Mano,Saebyeolbe,Meko,Ark,Jjonak,Libero,
FLA,VAL,1,hanamura,1,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Unkoe,Soon,Agilities,Envy,Kariv,Fate,
FLA,VAL,2,nepal,2,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Unkoe,Soon,Agilities,Verbo,Envy,Fate,
FLA,VAL,3,hollywood,-1,00,zappis,Zebbosai,TviQ,Zuppeh,Manneten,CWoosH,Unkoe,Soon,Agilities,Verbo,Envy,Fate,
FLA,VAL,4,route-66,1,00,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,Unkoe,Soon,Verbo,Envy,Kariv,Fate,
HOU,GLA,1,volskaya,1,00,Rawkus,Coolmatt,Muma,Boink,Clockwork,LiNkzr,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,
HOU,GLA,2,lijiang,-1,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,
HOU,GLA,3,kings-row,-1,00,SPREE,Rawkus,Jake,Muma,Boink,LiNkzr,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure,
HOU,GLA,4,gibraltar,3,00,Rawkus,Coolmatt,Jake,Muma,Bani,LiNkzr,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,
HOU,GLA,5,ilios,-2,00,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,
GLA,FLA,1,volskaya,0,00,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,
GLA,FLA,2,nepal,-2,00,Bischu,BigGoose,Shaz,Hydration,Asher,Fissure,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,
GLA,FLA,3,hollywood,2,00,Surefour,Bischu,BigGoose,Shaz,Hydration,Fissure,zappis,Zebbosai,TviQ,Zuppeh,Manneten,CWoosH,
GLA,FLA,4,route-66,1,00,Surefour,Bischu,BigGoose,Shaz,Asher,Fissure,Zebbosai,TviQ,Zuppeh,Logix,Manneten,CWoosH,
LDN,SFS,1,volskaya,1,00,Bdosin,NUS,Hooreg,Profit,WooHyaL,Gesture,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,
LDN,SFS,2,nepal,2,00,Bdosin,NUS,Hooreg,Profit,WooHyaL,Gesture,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,
LDN,SFS,3,hollywood,-1,00,Bdosin,NUS,Hooreg,Profit,WooHyaL,Gesture,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,
LDN,SFS,4,route-66,1,00,Bdosin,NUS,Hooreg,Profit,WooHyaL,Gesture,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,
VAL,BOS,1,volskaya,-1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
VAL,BOS,2,lijiang,1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
VAL,BOS,3,kings-row,-1,00,Unkoe,Soon,Agilities,Verbo,Envy,Fate,Kellex,DreamKazper,Gamsu,STRIKER,Kalios,Neko,
VAL,BOS,4,route-66,1,00,Unkoe,Soon,Verbo,Envy,Kariv,Fate,Kellex,Mistakes,Gamsu,NotE,STRIKER,Neko,
VAL,BOS,5,ilios,-1,00,Unkoe,Soon,Agilities,Verbo,Envy,Fate,Kellex,DreamKazper,Gamsu,NotE,STRIKER,Neko,
SEO,LDN,1,hanamura,-1,00,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,
SEO,LDN,2,lijiang,-2,00,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,
SEO,LDN,3,kings-row,-1,00,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,
SEO,LDN,4,gibraltar,-1,00,ZUNBA,tobi,ryujehong,Miro,FLETA,Munchkin,Bdosin,birdring,NUS,Profit,WooHyaL,Gesture,
SFS,HOU,1,hanamura,1,00,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,Rawkus,Coolmatt,Muma,Bani,Clockwork,LiNkzr,
SFS,HOU,2,nepal,2,00,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,
SFS,HOU,3,hollywood,-1,00,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,Rawkus,Coolmatt,Jake,Muma,Boink,LiNkzr,
SFS,HOU,4,gibraltar,1,00,sleepy,Danteh,BABYBAY,Nomy,Nevix,Moth,Rawkus,Coolmatt,Jake,Muma,Bani,LiNkzr,
DAL,PHI,1,hanamura,-1,00,Taimou,Custa,Mickie,Chipshajen,EFFECT,Rascal,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,
DAL,PHI,2,lijiang,-2,00,Taimou,Custa,Mickie,Chipshajen,EFFECT,Rascal,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,
DAL,PHI,3,kings-row,-1,00,Taimou,Custa,Mickie,Chipshajen,EFFECT,Rascal,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,
DAL,PHI,4,gibraltar,-1,00,Taimou,Custa,Mickie,aKm,Chipshajen,EFFECT,fragi,Neptuno,Boombox,Eqo,Snillo,Poko,
