36.36,50.00,51.21,50.00,58.82,88.89,12.50,11.11,05.17,03.14,12.12,05.56,09.09,11.11,71.21,47.69,45.45,22.22,46.67,75.00,45.45,61.11,26.67,27.27,33.33,99.99,4,0
40.00,66.67,40.00,66.67,75.00,87.50,16.67,25.00,04.84,02.33,07.50,16.67,12.50,08.33,69.54,83.33,37.50,25.00,40.00,66.67,35.00,66.67,42.86,62.50,36.36,99.99,3,0
47.62,47.62,52.38,47.62,72.73,80.00,20.00,18.18,05.00,05.00,09.52,00.00,00.00,09.52,97.78,70.59,33.33,33.33,57.14,57.14,33.33,33.33,57.14,42.86,28.57,42.86,1,0
44.44,25.00,50.00,43.75,77.78,42.86,11.11,11.11,04.38,04.33,11.11,00.00,05.56,00.00,32.44,96.15,16.67,43.75,00.00,28.57,61.11,31.25,63.64,40.00,25.00,00.00,4,1
33.33,38.46,33.33,46.15,75.00,66.67,12.50,14.29,04.00,08.40,08.33,07.69,16.67,00.00,78.57,85.71,08.33,15.38,00.00,50.00,66.67,38.46,37.50,40.00,33.33,33.33,3,1
55.56,20.00,50.00,53.33,88.89,25.00,22.22,14.29,05.57,05.20,05.56,00.00,00.00,00.00,77.86,83.33,33.33,20.00,50.00,33.33,27.78,46.67,80.00,28.57,42.86,00.00,2,1
18.75,37.84,31.25,45.95,40.00,52.94,09.09,25.00,03.67,05.36,00.00,02.70,18.75,05.41,51.28,80.13,18.75,29.71,33.33,36.36,50.00,43.24,25.00,37.50,00.00,40.00,4,1
57.14,76.47,50.00,70.59,71.43,99.99,42.86,20.00,05.00,06.50,07.14,23.53,00.00,00.00,74.07,67.95,35.71,23.53,80.00,99.99,35.71,52.94,40.00,77.78,50.00,50.00,4,1
41.18,50.00,52.94,42.86,77.78,83.33,00.00,25.00,01.88,05.50,00.00,00.00,35.29,07.14,65.42,81.48,17.65,42.86,66.67,33.33,52.94,35.71,33.33,60.00,40.00,66.67,1,1
36.36,33.33,50.00,36.36,63.64,58.33,09.09,19.05,04.57,05.00,00.00,03.03,09.09,09.09,66.67,60.51,31.82,33.33,42.86,54.55,27.27,48.48,16.67,31.25,44.44,00.00,4,1
55.56,47.06,66.67,55.88,66.67,73.68,33.33,13.33,03.17,03.85,16.67,02.94,05.56,08.82,73.77,67.39,19.44,29.41,71.43,80.00,47.22,29.41,58.82,30.00,41.67,35.71,2,1
53.57,36.84,42.86,47.37,66.67,66.67,43.75,10.00,03.44,04.67,03.57,15.79,10.71,15.79,58.82,69.23,17.86,31.58,60.00,50.00,46.43,42.11,53.85,25.00,50.00,40.00,4,0
44.83,44.44,62.07,55.56,66.67,80.00,09.09,00.00,06.10,03.67,03.45,00.00,00.00,11.11,68.58,83.33,34.38,22.22,50.00,50.00,41.38,44.44,33.33,25.00,57.14,66.67,1,0
57.89,33.33,31.58,50.00,99.99,44.44,38.46,22.22,04.14,04.57,05.26,00.00,10.53,11.11,71.82,71.11,47.37,22.22,66.67,25.00,42.11,50.00,62.50,22.22,00.00,60.00,2,0
56.25,53.33,62.50,33.33,80.00,80.00,16.67,40.00,04.33,04.83,00.00,13.33,06.25,00.00,78.33,74.17,31.25,20.00,20.00,66.67,43.75,80.00,85.71,50.00,50.00,00.00,3,0
42.86,34.62,48.57,42.31,76.47,72.73,11.11,06.67,05.38,05.38,05.71,03.85,02.86,00.00,95.65,84.44,40.00,23.08,42.86,33.33,31.43,30.77,63.64,37.50,20.00,33.33,1,1
57.14,43.48,50.00,56.52,71.43,46.15,42.86,40.00,05.00,04.83,07.14,04.35,00.00,04.35,74.07,83.33,35.71,21.74,80.00,40.00,35.71,47.83,40.00,36.36,50.00,57.14,4,0
47.37,31.25,52.63,43.75,90.00,71.43,00.00,00.00,06.14,06.00,00.00,06.25,05.26,00.00,68.33,75.00,36.84,31.25,57.14,20.00,42.11,31.25,37.50,40.00,50.00,33.33,3,1
16.67,47.62,25.00,52.38,66.67,81.82,00.00,10.00,04.00,04.89,00.00,04.76,08.33,04.76,68.75,73.33,08.33,28.57,00.00,66.67,58.33,19.05,14.29,50.00,25.00,36.36,2,1
78.57,38.89,50.00,50.00,99.99,59.26,57.14,18.52,08.00,05.13,00.00,01.85,00.00,05.56,99.99,77.03,42.86,22.22,83.33,41.67,28.57,44.44,50.00,45.83,99.99,27.78,4,0
45.00,72.73,45.00,51.52,88.89,99.99,09.09,43.75,04.80,04.56,00.00,21.21,05.00,03.03,70.51,69.79,40.00,42.42,62.50,71.43,30.00,45.45,33.33,80.00,33.33,50.00,1,0
55.00,61.02,65.00,54.24,76.92,90.63,14.29,25.93,05.00,04.30,05.00,08.47,05.00,03.39,52.50,64.07,25.00,42.37,80.00,68.00,50.00,33.90,40.00,70.00,60.00,35.71,2,0
41.51,55.00,54.72,45.00,62.07,99.99,16.67,18.18,04.61,05.38,09.43,10.00,09.43,00.00,73.72,64.44,39.62,30.00,52.38,83.33,47.17,55.00,40.00,45.45,14.29,33.33,4,1
53.85,38.81,58.97,41.79,65.22,64.29,37.50,20.51,05.10,05.10,10.26,02.99,02.56,04.48,85.80,62.41,30.77,29.85,58.33,55.00,43.59,49.25,52.94,42.42,50.00,07.14,4,1
64.52,52.50,67.74,60.00,76.19,75.00,40.00,18.75,04.80,04.83,16.13,00.00,00.00,05.00,72.06,81.25,29.03,27.50,66.67,72.73,41.94,47.50,46.15,57.89,88.89,20.00,3,1
26.32,53.85,31.58,53.85,50.00,71.43,15.38,33.33,05.73,03.33,05.26,00.00,00.00,07.69,91.94,78.57,15.79,38.46,66.67,99.00,52.63,46.15,30.00,33.33,00.00,00.00,1,1
65.63,14.29,62.50,28.57,85.00,50.00,33.33,00.00,05.00,05.50,06.25,00.00,00.00,07.14,66.67,86.67,21.88,28.57,57.14,00.00,56.25,57.14,72.22,25.00,57.14,00.00,2,1
32.14,42.50,39.29,37.50,54.55,66.67,17.65,28.00,05.00,04.50,00.00,02.50,00.00,00.00,75.00,83.33,21.43,30.00,50.00,75.00,53.57,40.00,40.00,18.75,00.00,41.67,3,1
44.44,46.67,44.44,40.00,75.00,66.67,20.00,33.33,05.25,05.33,11.11,06.67,00.00,06.67,94.44,76.92,33.33,33.33,33.33,40.00,44.44,33.33,75.00,40.00,00.00,60.00,1,1
34.78,62.16,47.83,51.35,72.73,84.21,00.00,38.89,03.18,05.00,08.70,00.00,04.35,05.41,60.83,85.53,13.04,27.03,66.67,90.00,56.52,40.54,30.77,53.33,28.57,50.00,4,1
00.00,37.50,25.00,37.50,00.00,83.33,00.00,10.00,02.33,04.69,00.00,00.00,25.00,06.25,50.00,70.08,12.50,31.25,00.00,70.00,50.00,43.75,00.00,21.43,00.00,25.00,1,0
54.84,50.00,45.16,56.25,82.14,66.67,32.35,28.57,03.18,03.78,01.61,00.00,12.90,06.25,58.54,58.02,29.03,12.50,72.22,99.99,48.39,68.75,43.33,45.45,57.14,33.33,3,1
00.00,41.18,25.00,52.94,00.00,72.22,00.00,06.25,04.22,05.50,00.00,02.94,08.33,02.94,40.28,58.40,25.00,14.71,00.00,80.00,33.33,55.88,00.00,36.84,00.00,30.00,2,0
63.01,41.18,56.16,41.18,90.24,57.14,28.13,30.00,04.13,04.71,06.85,05.88,02.74,00.00,65.43,81.82,41.10,29.41,73.33,60.00,39.73,47.06,65.52,37.50,35.71,25.00,2,1
41.67,19.05,45.00,42.86,62.96,33.33,24.24,08.33,04.13,04.22,05.00,00.00,08.33,00.00,67.26,91.18,26.67,42.86,50.00,22.22,36.67,28.57,45.45,33.33,31.82,00.00,4,1
33.96,29.63,43.40,48.15,69.57,53.85,06.67,07.14,04.46,05.67,03.77,07.41,11.32,03.70,78.76,73.21,26.42,22.22,35.71,16.67,45.28,37.04,37.50,40.00,26.67,27.27,3,1
37.50,31.43,43.75,37.14,71.43,76.92,11.11,04.55,03.50,05.35,00.00,02.86,25.00,02.86,88.89,88.33,31.25,22.86,60.00,37.50,31.25,37.14,20.00,30.77,33.33,28.57,1,1
15.79,23.68,26.32,28.95,40.00,63.64,07.14,07.41,05.46,04.29,00.00,02.63,05.26,05.25,80.56,67.68,31.58,23.68,16.67,55.56,31.58,47.37,16.67,22.22,14.29,00.00,2,1
43.24,36.49,51.35,43.24,68.42,56.25,16.67,21.43,05.07,05.10,02.70,02.70,05.41,04.05,70.00,65.48,29.73,31.08,45.45,52.17,45.95,47.30,58.82,40.00,11.11,06.25,4,1
72.73,45.28,66.67,54.72,95.45,72.41,27.27,12.50,04.63,04.84,27.27,03.77,03.03,05.66,53.57,72.85,21.21,22.64,85.71,75.00,45.45,57.17,80.00,52.00,54.55,12.50,3,1
58.33,40.91,33.33,45.45,99.99,70.00,37.50,16.67,04.80,05.22,00.00,00.00,00.00,04.55,70.83,71.43,12.50,22.73,66.67,99.99,45.83,50.00,63.64,36.36,50.00,00.00,1,0
69.77,40.91,55.81,47.73,95.83,66.67,36.84,17.39,04.00,04.32,06.98,02.27,02.33,06.82,83.85,69.35,32.56,27.27,71.43,75.00,44.19,29.55,73.68,30.77,60.00,26.32,2,1
47.37,51.72,44.74,55.17,82.35,68.75,19.05,30.77,03.73,03.50,07.89,06.90,07.89,03.45,60.32,84.62,21.05,13.79,87.50,50.00,55.26,48.28,28.57,50.00,55.56,54.55,4,0
42.50,72.73,37.50,66.67,66.67,95.45,28.00,27.27,04.50,04.63,02.50,27.27,00.00,03.03,83.33,53.57,30.00,21.21,75.00,85.71,40.00,45.45,18.75,80.00,41.67,54.55,3,0
46.67,58.33,40.00,33.33,66.67,99.99,33.33,37.50,05.33,04.80,06.67,00.00,06.67,00.00,76.92,70.83,33.33,12.50,40.00,66.67,33.33,45.83,40.00,63.64,60.00,50.00,1,1
38.89,62.50,50.00,37.50,77.78,99.99,00.00,40.00,05.25,03.67,00.00,00.00,05.56,12.50,75.00,99.99,38.89,18.75,57.14,66.67,27.78,37.50,00.00,66.67,50.00,57.14,2,1
66.67,25.00,50.00,16.67,99.99,50.00,33.33,20.00,05.75,04.71,00.00,00.00,00.00,08.33,70.00,99.99,16.67,08.33,50.00,99.99,58.33,33.33,57.14,25.00,99.99,14.29,4,0
63.16,56.52,52.63,52.17,90.00,83.33,33.33,27.27,02.17,04.38,15.79,08.70,15.79,04.35,69.05,34.91,26.32,21.74,60.00,40.00,42.11,52.17,75.00,66.67,50.00,50.00,4,1
38.10,35.48,54.76,48.39,52.17,66.67,21.05,06.25,04.73,04.54,04.76,12.90,02.38,06.45,71.87,58.77,26.19,38.71,54.55,41.67,42.86,35.48,50.00,54.55,07.69,00.00,3,1
60.87,53.33,52.17,60.00,83.33,66.67,36.36,33.33,06.14,04.00,13.04,06.67,00.00,06.67,74.79,57.58,34.78,33.33,62.50,40.00,43.48,33.33,70.00,60.00,40.00,60.00,1,1
66.67,60.00,50.00,52.00,77.78,84.62,55.56,33.33,06.25,05.63,11.11,04.00,00.00,00.00,76.28,75.25,27.78,40.00,40.00,60.00,50.00,32.00,77.78,75.00,75.00,42.86,2,1
45.59,54.55,55.88,45.45,65.79,80.00,20.00,33.33,04.36,05.08,08.82,12.12,08.82,09.09,73.17,69.87,39.71,36.36,55.56,75.00,47.06,33.33,43.75,45.45,22.22,40.00,4,1
41.67,50.00,45.83,56.25,81.82,66.67,07.69,28.57,03.80,03.78,04.17,00.00,12.50,06.25,66.67,58.02,25.00,12.50,16.67,99.99,45.83,68.75,63.64,45.45,28.57,33.33,3,0
42.86,64.71,50.00,64.71,66.67,81.82,19.05,33.33,04.82,03.67,00.00,00.00,04.76,05.88,79.06,86.36,35.71,35.29,40.00,66.67,28.57,47.06,50.00,62.50,40.00,66.67,1,1
41.38,41.18,63.79,47.06,59.46,68.75,09.52,16.67,04.89,05.17,08.62,00.00,01.72,05.88,63.89,70.37,29.31,26.47,52.94,44.44,37.93,44.12,45.45,26.67,26.32,60.00,2,0
39.19,51.35,56.76,43.24,59.52,93.75,12.50,19.05,05.11,04.81,08.11,05.41,01.35,05.41,65.50,62.04,27.03,16.22,50.00,66.67,40.54,54.05,43.33,40.00,25.00,63.64,2,0
36.36,67.65,48.48,63.24,68.75,90.70,05.88,28.00,03.86,04.22,06.06,16.18,09.09,04.41,72.55,59.42,21.21,27.94,14.29,84.21,48.48,42.65,56.25,68.97,20.00,50.00,3,0
46.30,53.19,50.00,48.94,74.07,78.26,18.52,29.17,04.73,05.69,00.00,04.26,05.56,00.00,81.17,76.67,33.33,17.02,50.00,75.00,37.04,38.30,45.00,55.56,43.75,42.86,1,1
52.27,52.63,54.55,47.37,70.83,77.78,30.00,30.00,04.15,05.25,09.09,07.02,02.27,03.51,80.83,63.38,36.36,28.07,56.25,56.25,43.18,49.12,52.63,67.86,44.44,15.38,4,0
63.64,24.53,56.82,32.08,88.00,58.82,31.58,08.33,04.04,04.30,06.82,03.77,03.41,03.77,67.17,71.62,37.50,26.42,75.76,42.86,43.18,41.51,63.16,22.73,41.18,11.76,2,1
60.61,22.50,63.64,40.00,76.19,50.00,33.33,04.17,06.63,05.15,03.03,05.00,03.03,07.50,84.21,65.53,30.30,20.00,70.00,12.50,48.48,47.50,68.75,26.32,28.57,23.08,3,1
61.76,45.83,50.00,54.17,88.24,76.92,35.29,09.09,04.11,05.70,05.88,12.50,02.94,00.00,68.33,73.96,32.35,12.50,81.82,99.99,47.06,54.17,68.75,38.46,14.29,37.50,1,1
55.88,20.00,58.82,37.14,75.00,46.15,28.57,04.55,03.33,03.42,02.94,02.86,05.88,08.57,70.27,74.04,29.41,28.57,70.00,20.00,32.35,34.29,45.45,33.33,53.85,07.69,4,0
47.50,46.15,42.50,51.28,88.24,85.00,17.39,05.26,04.17,04.88,10.00,00.00,10.00,07.69,68.22,74.24,30.00,28.21,58.33,45.45,40.00,48.72,50.00,47.37,33.33,44.44,2,1
37.78,41.77,46.67,36.71,71.43,65.52,08.33,28.00,04.39,04.23,13.33,05.06,04.44,05.06,66.67,75.44,33.33,32.91,46.67,73.08,46.67,36.71,47.62,24.14,00.00,29.17,3,1
44.44,55.56,40.00,48.89,90.00,90.91,13.33,21.74,04.00,04.88,00.00,02.22,06.00,04.44,68.00,71.09,28.00,28.89,78.57,76.92,48.00,35.56,25.00,43.75,41.67,50.00,1,0
57.14,44.00,53.57,53.33,80.00,70.00,30.77,14.29,04.53,05.04,03.57,05.33,07.14,04.00,76.86,64.97,26.79,26.67,86.67,65.00,41.07,42.67,43.48,34.38,50.00,39.13,4,0
60.00,45.45,68.00,40.91,76.47,77.78,25.00,23.08,04.40,06.00,04.00,00.00,04.00,04.55,75.46,79.78,52.00,18.18,76.92,25.00,36.00,50.00,55.56,54.55,00.00,42.86,1,0
70.97,37.50,61.29,40.63,94.74,53.85,33.33,26.32,03.69,05.00,06.45,06.25,01.61,03.13,71.39,67.39,29.03,25.00,77.78,50.00,46.77,53.13,68.97,41.18,66.67,14.29,2,1
99.99,40.91,87.50,45.45,99.99,70.00,99.99,16.67,00.00,05.70,18.75,09.09,00.00,04.55,48.33,66.67,37.50,36.36,99.99,25.00,43.75,36.36,99.99,50.00,99.99,50.00,1,0
52.63,45.10,47.37,56.86,77.78,75.86,30.00,04.55,05.25,04.65,07.02,09.80,03.51,03.92,63.38,66.39,28.07,15.69,56.25,62.50,49.12,54.90,67.86,57.14,15.38,13.33,4,1
50.00,46.88,40.91,31.25,77.78,90.00,30.77,27.27,04.38,04.94,04.55,03.13,04.55,03.13,96.67,88.49,22.73,28.13,99.99,44.44,36.36,43.75,37.50,50.00,33.33,44.44,1,0
15.38,51.72,42.31,50.00,36.36,82.76,00.00,20.69,03.86,04.20,00.00,06.90,03.85,05.17,60.19,62.05,26.92,18.97,42.86,36.36,34.62,55.17,11.11,59.38,00.00,46.67,2,0
67.65,44.44,58.82,50.00,80.00,83.33,50.00,05.56,03.80,04.73,14.71,00.00,11.76,08.33,65.22,57.28,26.47,33.33,77.78,50.00,47.06,44.44,75.00,43.75,44.44,37.50,3,1
30.77,51.43,46.15,45.71,66.67,81.25,00.00,26.32,03.71,02.00,03.85,00.00,07.69,25.71,56.94,69.51,19.23,25.71,20.00,77.78,53.85,48.57,50.00,47.06,00.00,33.33,1,0
32.35,51.06,41.18,61.70,57.14,79.31,15.00,05.56,05.13,04.88,00.00,02.13,05.88,06.38,79.17,74.50,35.29,34.04,25.00,68.75,29.41,29.79,40.00,50.00,33.33,35.29,2,0
50.00,22.22,50.00,50.00,75.00,33.33,25.00,11.11,03.56,04.50,00.00,05.56,16.67,05.56,92.16,75.00,41.67,16.67,80.00,66.67,33.33,50.00,25.00,22.22,33.33,00.00,1,0
75.00,62.07,68.75,63.79,81.92,72.97,60.00,42.86,03.50,04.73,18.75,13.79,00.00,03.45,71.85,83.33,31.25,31.03,80.00,66.67,50.00,44.83,75.00,65.38,66.67,50.00,4,0
39.29,53.85,55.36,47.44,54.84,78.38,20.00,31.71,04.55,03.63,03.57,03.85,05.36,10.26,68.38,56.76,21.43,26.92,58.33,71.43,50.00,48.72,46.43,44.74,12.50,52.63,3,0
58.82,60.00,44.12,52.00,80.00,88.36,42.11,29.17,06.00,03.27,08.82,08.00,00.00,10.00,68.70,63.14,29.41,26.00,60.00,84.62,44.12,48.00,73.33,62.50,33.33,30.77,1,1
49.18,46.46,42.62,50.21,76.92,70.00,28.57,22.45,03.74,05.25,03.28,04.04,11.48,04.04,74.15,78.94,27.87,27.27,76.47,66.67,42.62,48.48,38.46,45.83,38.89,25.00,4,0
43.90,22.73,41.46,50.00,70.59,27.27,25.00,18.18,03.75,05.63,00.00,00.00,04.88,00.00,47.67,88.89,24.39,13.64,80.00,33.33,43.90,45.45,22.22,30.00,46.15,11.11,2,1
21.88,45.71,25.00,42.86,62.50,80.00,08.33,20.00,03.23,04.27,00.00,11.43,31.25,05.71,52.63,71.38,18.75,25.71,33.33,66.67,53.13,57.14,29.41,45.00,00.00,16.67,3,1
73.91,45.00,65.22,50.00,93.33,80.00,37.50,10.00,03.50,05.17,04.35,17.50,00.00,05.00,82.81,65.12,39.13,22.50,77.78,66.67,39.13,52.50,77.78,42.86,60.00,30.00,1,0
42.86,25.49,45.24,29.41,78.95,73.33,13.04,05.56,03.11,03.91,09.52,03.92,07.14,19.61,69.11,72.85,21.43,13.73,55.56,42.86,50.00,56.86,47.62,27.59,25.00,13.33,4,0
45.45,53.33,45.45,73.33,60.00,63.64,33.33,25.00,06.00,06.00,04.55,00.00,00.00,00.00,83.33,83.33,18.18,33.33,75.00,60.00,45.45,40.00,60.00,33.33,12.50,75.00,1,1
50.00,44.12,54.55,58.82,83.33,65.00,10.00,14.29,05.56,06.33,06.82,14.71,02.27,00.00,91.38,81.82,36.36,23.53,50.00,62.50,36.36,35.29,68.75,50.00,25.00,28.57,1,0
33.33,35.85,41.27,45.28,61.54,54.17,13.51,20.69,04.53,04.91,01.59,05.66,06.35,03.77,69.05,69.82,26.98,30.19,58.82,25.00,36.51,50.94,26.09,44.44,21.74,30.00,2,1
44.44,51.79,41.67,64.29,86.67,75.00,14.29,10.00,06.00,05.39,00.00,07.14,05.36,05.36,82.81,58.84,30.56,28.57,63.64,68.75,44.44,46.43,37.50,50.00,33.33,35.71,3,0
44.12,47.50,58.82,55.00,65.00,72.73,14.29,16.67,06.33,05.80,14.71,10.00,00.00,02.50,81.82,65.43,23.53,40.00,62.50,50.00,35.29,37.50,50.00,53.33,28.57,33.33,1,0
21.43,50.00,35.71,46.15,40.00,79.17,11.11,25.00,04.13,04.43,07.14,09.62,07.14,09.62,81.48,65.83,14.29,36.54,50.00,68.42,64.29,34.62,22.22,44.44,00.00,33.33,4,1
41.07,41.07,46.43,48.21,65.38,74.07,20.00,10.34,04.36,04.71,01.79,00.00,03.57,07.14,74.74,71.78,39.29,30.36,59.09,47.06,33.93,44.64,47.37,44.00,06.67,28.57,2,0
45.45,60.00,50.00,63.33,78.79,73.68,12.12,36.36,04.56,05.00,06.06,10.00,09.09,03.33,70.63,78.43,24.24,30.00,43.75,77.78,50.00,50.00,51.52,60.00,35.29,33.33,3,0
47.22,53.97,52.78,50.79,73.68,87.50,17.65,19.35,04.21,04.39,00.00,03.17,11.11,07.94,92.67,75.12,41.67,31.75,66.67,75.00,38.89,33.33,35.71,47.62,28.57,40.91,1,0
48.65,42.00,50.00,48.00,72.97,70.83,24.32,15.38,04.19,04.16,08.11,06.00,08.11,06.00,67.79,63.83,31.08,22.00,60.87,81.82,37.84,54.00,50.00,25.93,34.78,41.67,4,1
43.75,50.77,50.00,56.92,75.00,81.08,12.50,10.71,05.56,05.00,02.08,03.08,02.08,06.15,65.49,76.36,20.83,30.77,70.00,70.00,50.00,33.85,45.83,59.09,21.43,26.09,2,0
43.18,42.42,36.36,48.48,75.00,81.25,25.00,05.88,03.76,05.60,06.82,09.09,15.91,00.00,63.61,66.67,27.27,27.27,58.33,44.44,45.45,39.39,30.00,38.46,50.00,45.45,3,0
45.59,36.67,41.18,46.67,89.29,57.14,15.00,18.75,04.38,04.08,04.41,03.33,05.88,03.33,70.85,72.96,29.41,13.33,80.00,75.00,42.65,50.00,27.59,33.33,36.84,27.27,1,0
46.67,52.94,43.33,58.82,84.62,80.00,17.65,14.29,04.14,04.82,10.00,02.94,06.67,08.82,37.65,67.42,20.00,17.65,33.33,83.33,56.67,58.82,52.94,55.00,42.86,25.00,4,0
23.08,55.88,48.72,60.29,36.84,73.17,10.00,29.63,03.94,03.38,02.56,11.76,02.56,05.88,70.83,71.89,23.08,23.53,44.44,75.00,43.59,50.00,29.41,50.00,00.00,50.00,2,0
64.58,62.50,60.42,65.00,80.76,80.77,36.84,28.57,03.40,04.10,10.42,07.50,10.42,07.50,61.19,78.33,27.08,32.50,76.92,84.62,50.00,47.50,70.83,63.16,36.36,25.00,3,0
63.41,38.46,53.66,41.03,86.36,62.50,36.84,21.74,04.33,04.65,09.76,02.56,02.44,10.26,79.32,78.33,36.59,28.21,80.00,45.45,31.71,41.03,76.92,37.50,30.77,33.33,1,0
44.00,40.85,38.00,47.89,84.21,67.65,19.35,16.22,04.48,04.54,06.00,05.63,08.00,05.63,57.43,61.46,26.00,18.31,69.23,84.62,50.00,54.93,36.00,33.33,33.33,26.32,4,0
38.36,50.88,42.47,47.37,61.29,81.48,21.43,23.23,04.74,04.29,01.37,08.77,02.74,07.02,75.29,69.37,36.99,29.82,51.85,64.71,34.25,38.60,44.00,50.00,14.29,38.89,2,0
33.33,43.33,54.76,50.00,56.52,76.67,05.26,10.00,04.78,04.30,11.90,13.33,04.76,05.00,68.21,65.32,11.90,30.00,40.00,50.00,59.52,48.33,44.00,55.17,08.33,07.69,3,0
37.50,46.15,56.25,65.38,55.56,52.94,14.29,33.33,05.89,03.67,02.08,03.85,00.00,03.85,74.78,66.67,27.08,34.62,53.85,44.44,39.58,38.46,31.58,40.00,31.25,57.14,1,0
51.72,51.28,55.17,55.13,68.75,69.77,30.77,28.57,04.25,04.74,17.24,03.85,00.00,06.41,68.54,73.88,24.14,24.36,57.14,78.95,51.72,41.03,60.00,43.75,28.57,40.74,4,1
36.49,52.50,43.24,55.00,59.38,86.36,19.05,11.11,04.97,05.60,08.11,10.00,09.46,00.00,71.47,67.78,31.08,27.50,43.48,54.55,40.53,42.50,40.00,52.94,23.81,50.00,3,0
47.13,60.00,55.17,65.00,70.83,84.62,17.95,14.29,04.24,04.82,09.20,05.00,08.05,07.50,68.49,65.38,36.78,17.50,59.38,85.71,44.83,57.50,46.15,60.87,25.00,40.00,4,0
52.00,34.62,50.00,44.23,80.00,69.57,24.00,06.90,03.76,04.85,06.00,03.85,04.00,09.62,47.82,57.72,22.00,19.23,81.82,40.00,52.00,55.77,42.31,48.28,46.15,00.00,2,1
64.58,39.22,60.42,39.22,82.76,80.00,36.84,12.90,03.40,05.60,10.42,00.00,10.42,05.88,61.19,69.20,27.08,29.41,76.92,53.33,50.00,47.06,70.83,37.50,36.36,25.00,3,1
32.56,46.67,51.16,58.33,63.64,62.86,00.00,24.00,04.35,06.32,06.98,10.00,04.65,00.00,62.50,81.67,25.58,25.00,36.36,66.67,51.16,38.33,45.45,47.83,00.00,31.82,1,1
44.00,53.57,38.00,46.43,84.21,69.23,19.35,40.00,04.48,04.33,06.00,03.57,08.00,03.57,57.43,82.84,26.00,28.57,69.23,75.00,50.00,46.43,36.00,46.15,33.33,42.86,4,1
44.00,20.37,46.00,38.89,86.96,38.10,07.41,09.09,04.74,04.52,02.00,03.70,06.00,12.96,54.96,66.39,28.00,18.52,57.14,20.00,48.00,50.00,41.67,18.52,33.33,23.53,3,1
63.41,26.42,65.85,37.74,85.19,55.00,21.43,09.09,02.90,03.79,17.07,07.55,09.76,07.55,60.63,75.21,21.95,28.30,66.67,46.67,48.78,39.62,70.00,19.05,50.00,17.65,4,1
67.47,63.06,57.83,58.56,91.67,87.69,34.29,28.26,04.11,04.09,06.02,05.41,02.41,03.60,70.04,66.86,25.30,39.64,71.43,72.73,46.99,39.64,64.10,61.36,69.57,47.83,2,1
58.33,68.09,47.92,63.83,95.65,76.67,24.00,52.94,04.61,06.63,14.58,10.64,02.08,02.13,76.67,71.26,25.00,29.79,75.00,71.43,33.33,51.06,56.25,79.17,50.00,33.33,3,1
67.65,68.89,58.82,57.78,95.00,88.46,28.57,42.11,04.56,04.82,08.82,17.78,05.88,02.22,47.22,71.09,26.47,35.56,99.99,68.75,41.18,51.11,71.43,78.26,36.36,33.33,1,1
